ax,ay,az
5700,-1516,-16496
6156,3348,-16280
9824,5404,-13004
12584,3364,-9500
11896,-1164,-10248
9600,-1252,-13464
8740,2668,-15660
11232,6396,-13968
14880,5240,-10240
15480,304,-9076
12824,-2296,-11644
10624,84,-15476
11876,4836,-15076
14256,5360,-12064
16012,1744,-10000
14424,-2440,-11960
11100,-2440,-15696
9500,980,-16980
11224,3928,-15556
13492,1780,-12456
12572,-3772,-12408
8824,-5808,-15440
6056,-2668,-19416
7160,1896,-18628
9192,1416,-15096
10088,-2924,-13812
7696,-6628,-15544
4696,-5556,-18920
4220,-1404,-19220
6792,916,-16924
9236,-1000,-13272
8812,-5200,-13056
6256,-5108,-15048
4548,-1292,-17428
6572,3116,-16020
9748,2796,-11980
10912,-484,-9668
8604,-2220,-10168
6760,332,-13928
7636,4948,-14112
10416,6644,-10900
12812,4728,-7936
12472,404,-8996
10736,152,-11920
9580,3868,-13172
12116,8028,-11956
15584,6540,-8748
15888,892,-7680
13384,-1188,-9736
11380,1492,-13428
12316,5948,-13560
14568,5644,-11320
16128,2036,-9692
14380,-1792,-11032
11460,-1688,-14560
9852,1084,-16808
11640,3316,-16108
13984,1304,-13604
12844,-4088,-13852
9396,-6024,-16196
7356,-2868,-19452
8040,1016,-18884
9308,-40,-15776
9808,-4276,-14320
6828,-7564,-16000
3536,-6612,-19524
2728,-2284,-19496
5096,220,-16756
7164,-1656,-14088
6324,-6548,-14624
2996,-6292,-16804
1728,-1784,-19068
4820,2552,-17056
7668,1464,-12524
8588,-1908,-10972
6788,-3588,-13084
5092,-964,-16808
6068,4196,-15668
9352,5900,-11756
12464,3444,-8792
12092,-516,-9372
9924,24,-12212
9072,3928,-13792
11900,7372,-12384
15600,6324,-8492
15980,1236,-7140
13252,-1024,-9924
11364,1780,-13356
12616,6640,-13120
15112,6724,-10428
16772,2336,-8824
15016,-1404,-10652
12076,-904,-14640
10756,1852,-16896
12776,3756,-15628
14704,1292,-12984
13488,-4224,-13732
9760,-6304,-16376
7012,-3280,-19812
7808,476,-19920
9520,-724,-17020
9948,-4800,-14996
7340,-8008,-15840
4216,-6672,-18956
3616,-2172,-19044
6088,448,-16720
8092,-1548,-13996
7536,-5764,-14140
5272,-5680,-16632
2720,-1584,-17788
5076,3168,-16700
8716,2912,-12876
9112,-1144,-10744
6920,-2644,-11944
5548,564,-15388
6592,5028,-15328
9500,6644,-11516
12096,4148,-8620
11700,340,-9376
9476,492,-12696
8400,4020,-14324
11408,7736,-12752
14844,6084,-9120
15012,408,-8552
12444,-1708,-11308
10780,1016,-14984
11948,5420,-15036
14468,4888,-12548
15980,844,-10940
14004,-3164,-13088
11212,-3020,-17000
9572,128,-18192
11384,2504,-16824
13344,236,-14076
12040,-5036,-14252
8272,-6968,-17168
5624,-3716,-20400
6792,1020,-19540
8832,188,-15968
9160,-4304,-14332
6380,-7344,-15536
3304,-5320,-18636
3052,-748,-17992
5348,1552,-14964
8152,156,-11808
7832,-3484,-11860
5340,-3212,-13576
4024,1188,-15672
6768,5828,-13808
10088,5140,-10152
10924,1360,-8544
9348,-488,-9820
7552,1896,-14144
9184,6704,-13896
12488,7980,-10664
14900,5056,-7632
14364,588,-9444
12452,188,-12948
11096,3580,-14232
13260,6908,-13052
16492,4684,-10736
16328,-792,-10820
13228,-3472,-13044
10956,-1364,-17140
11440,2436,-17364
13200,1992,-15012
13832,-2276,-13372
11136,-6336,-15284
7892,-5628,-18884
6212,-2608,-19628
7716,88,-18016
9620,-1556,-14976
8396,-6792,-15092
4936,-8440,-17416
2840,-4436,-20284
3940,56,-18732
6232,-876,-15236
7512,-4464,-13668
4904,-6252,-14540
2544,-4216,-18292
3328,56,-18004
5828,2736,-14488
8208,1812,-11120
8452,-2092,-11676
6684,-1860,-14256
5728,2560,-15224
8056,7008,-13476
12252,6456,-9476
13600,2368,-7748
11592,152,-8784
10216,2120,-11984
11672,6920,-12172
14408,8524,-9268
16764,5684,-6612
16552,1448,-7864
14300,1048,-10964
12520,4108,-12964
14904,7332,-12404
17820,5144,-10132
17788,-240,-9272
14712,-2580,-11428
12300,-324,-15828
12548,3508,-16272
14316,3184,-12976
14764,-636,-10972
11984,-4688,-12576
8244,-4196,-16092
5912,-1204,-17808
7176,888,-17360
8580,-1412,-14872
7016,-6880,-14904
3648,-8676,-17692
1816,-5644,-20704
2560,-2008,-19628
4196,-2400,-15560
5132,-5996,-14720
3364,-9256,-16892
1048,-8036,-20232
944,-3340,-19456
3924,-324,-17388
7424,-2440,-15512
7200,-6296,-15484
4860,-5172,-17304
3952,-1208,-19472
6440,3340,-17636
8976,2876,-13276
10520,-244,-11576
9236,-2092,-12416
7672,292,-15404
8868,5080,-14744
11852,6600,-11608
13996,4916,-8688
14216,1236,-9432
12776,-4,-11008
11644,3284,-13104
13276,8244,-12296
16420,8184,-9224
17996,3880,-7408
15468,312,-8840
13060,1988,-12328
13040,6244,-12828
15312,7656,-11096
16848,4392,-8584
15720,-432,-9872
12516,-1532,-13204
9804,876,-16388
10916,3860,-16108
12476,1600,-14004
12100,-3892,-14016
8376,-7328,-16092
4740,-5936,-19612
4660,-2180,-20192
6100,-1720,-18592
7304,-4872,-16364
5632,-9332,-17232
2992,-9648,-20044
1588,-5648,-21288
4100,-2048,-19376
6980,-3400,-15604
