ax,ay,az
3768,1408,-18856
7584,4548,-13564
10968,2508,-10524
10108,-3320,-13456
7084,-5240,-17732
3740,-1296,-20468
5872,3816,-16404
9100,4004,-11456
11696,-212,-11740
8288,-5116,-14684
5616,-3624,-19752
4360,552,-18712
7848,4312,-14136
10376,2560,-10616
10492,-2920,-13072
7044,-5376,-17164
3772,-1944,-20088
6192,3048,-17212
9440,4120,-12460
11764,116,-11248
8392,-4852,-13852
5496,-4204,-18840
4212,28,-19164
8064,4320,-15232
10444,3100,-11096
10932,-2188,-12292
7072,-5980,-15892
3964,-3188,-19704
5588,2484,-17848
8760,4868,-12928
11748,1484,-11476
7880,-4828,-13592
5832,-5036,-17860
4448,-724,-19160
7088,4048,-16256
10460,3312,-11516
11168,-496,-12912
6556,-5268,-15264
4292,-3920,-18580
5480,1788,-18016
8768,4216,-13932
12304,1824,-11964
8136,-4060,-14124
5580,-4912,-16644
4540,-1020,-18624
7352,3676,-15964
11420,3364,-12000
11276,636,-13616
6388,-4796,-14980
4724,-4640,-18044
5104,1240,-17488
8972,4148,-14400
11840,1912,-13036
8208,-2800,-14316
5956,-4880,-15908
3944,-2060,-17792
7016,2628,-16012
11132,2848,-13080
11736,1104,-14152
6808,-4824,-14316
4980,-4656,-17040
5556,1136,-17644
8724,3888,-15200
11704,2212,-13028
9344,-668,-13540
6096,-3744,-14932
4104,-1976,-17396
6316,1876,-17448
10704,3016,-14396
11220,976,-13364
7116,-3648,-13116
5544,-3876,-16480
4296,476,-18132
7768,2768,-16328
11056,2148,-13376
10384,40,-13656
6308,-4348,-14436
4448,-2524,-17064
5952,1776,-17644
10324,3056,-15036
11448,96,-13736
7852,-3284,-13024
5532,-3476,-15868
4152,-212,-17708
8024,2380,-16684
10860,1776,-13736
10460,-4,-13484
6176,-4040,-14032
4604,-2768,-17108
6144,1780,-18100
9924,3060,-14960
11380,168,-13320
7956,-2884,-13228
5652,-3336,-16064
4184,-608,-17828
7948,2464,-16440
10632,1964,-13284
10564,52,-13504
6084,-4456,-14120
4676,-2856,-17392
5864,2004,-18024
10124,2880,-14896
11396,312,-13216
7700,-2776,-13256
5948,-3520,-16120
4004,-812,-17792
7572,2476,-16372
10992,2136,-13676
10760,-40,-13840
6116,-4216,-14036
4600,-3000,-17116
5908,1788,-17900
9992,3028,-15192
11488,580,-13460
7888,-2756,-13224
5156,-2912,-15396
2756,-20,-17432
6896,2852,-16972
11532,1336,-14604
11928,-1088,-13884
5664,-4516,-13184
4112,-1784,-16368
5300,1692,-17396
9908,3692,-16944
12436,-128,-13996
8328,-3572,-12532
6000,-3016,-15448
3244,-24,-16864
7168,2132,-16020
10336,2820,-15236
12160,-1180,-13980
6252,-4972,-12844
3936,-2032,-16516
6356,1564,-18020
9492,4088,-16136
11780,1212,-13968
8960,-3832,-12744
5680,-3936,-14668
