ax,ay,az
3676,1032,-18588
6424,620,-14832
7640,-3360,-14148
5432,-6980,-16048
2716,-5044,-18992
2704,84,-18872
5816,2636,-15760
8248,584,-12764
7996,-3892,-14108
5736,-3840,-16508
4356,444,-17504
6560,4912,-15148
9864,4440,-11624
11072,92,-11112
8656,-2196,-12880
6692,436,-15340
7832,5572,-15032
10808,7008,-11716
13348,4112,-9260
12472,-592,-10256
10228,-208,-13804
9148,3740,-15100
11616,7368,-13300
14816,5696,-10536
15200,144,-9980
12580,-1880,-12280
10336,740,-15076
11240,5348,-15128
14260,5572,-12376
15692,1664,-10084
13780,-2192,-11588
10468,-1832,-15352
9200,2056,-16272
11748,4728,-14640
14004,2424,-11824
12824,-3424,-11816
9400,-4920,-14880
7104,-1040,-17804
7736,2768,-16916
9944,1352,-14768
10188,-3368,-13700
7200,-6988,-15788
4080,-5776,-19444
3716,-1052,-19424
6104,1012,-16544
8224,-1316,-14028
6800,-6436,-15344
3908,-7216,-18580
2288,-2680,-20112
4540,1904,-17684
7324,1144,-13964
8028,-3136,-13484
4988,-4936,-15220
3136,-2092,-18508
4672,2588,-17168
7504,3868,-13908
9260,1080,-11952
8156,-2284,-13288
6160,-952,-15956
5756,3124,-15824
8404,6488,-13508
11492,4820,-10748
11700,-164,-11036
9272,-1404,-12480
7812,2084,-14492
9828,6740,-13828
12824,6572,-10852
14472,2540,-9248
12752,-1024,-10948
10564,216,-14160
10016,4040,-14748
12820,6356,-12828
15556,4048,-10140
15168,-1160,-10152
12328,-2088,-12900
10212,1072,-15280
11828,5416,-14416
14280,4320,-11488
15040,-648,-10496
12016,-3860,-12296
9172,-1828,-15116
9272,2436,-15304
11840,3740,-13488
13160,772,-11292
11476,-3980,-12056
8372,-4348,-15708
6420,-664,-17768
7836,3164,-16168
10152,1376,-13664
9896,-4080,-13940
6248,-6708,-16372
3740,-3704,-19896
5048,1132,-19300
7540,1368,-16320
8928,-2080,-14852
7028,-6060,-16720
4424,-5488,-19660
3340,-1064,-20276
6052,2104,-17800
8240,756,-14460
8156,-3972,-15052
6000,-5100,-16900
4016,-892,-18120
5572,4084,-16312
8372,3976,-13420
9292,620,-12368
7360,-1908,-12816
5660,-248,-14756
6008,4496,-14840
9292,6688,-12912
11492,4324,-10480
10816,60,-10968
8928,-360,-13016
8140,3044,-14524
10284,7440,-13328
13428,6476,-10364
14436,1432,-9572
12000,-1244,-10984
9896,1100,-14468
11180,5768,-14288
13672,6740,-11536
15504,3556,-9352
14248,-852,-10712
11436,-892,-14036
10212,2316,-15212
12184,5768,-13460
14688,3808,-10820
14152,-1616,-10856
11132,-3556,-13376
8764,-892,-16084
9860,3532,-15456
11884,3244,-13168
12704,-916,-12324
10284,-4788,-13776
6968,-3900,-16800
5964,56,-17412
8276,2292,-16212
9712,-80,-13864
8040,-5320,-14556
4760,-6632,-17844
3048,-3232,-20604
4648,1400,-18868
6964,600,-15352
6832,-3468,-15148
4556,-5576,-17088
3008,-4392,-19672
2416,-216,-19420
5268,2540,-17012
7900,276,-14224
7172,-4180,-15284
4572,-3980,-17252
3568,32,-18500
6164,4464,-16640
8844,3368,-13644
9496,-1100,-13012
7284,-2728,-14132
5860,312,-16624
7548,5524,-15644
10372,6024,-12448
11848,2876,-11004
10588,-812,-12680
9016,-48,-15152
8764,3976,-14720
11588,6976,-12616
14320,5208,-9948
13824,-104,-10684
11396,-1668,-13364
9900,1536,-15384
11524,6096,-13856
14028,5524,-11108
14988,696,-10220
12444,-2664,-11676
9888,-1396,-14540
9784,2652,-14420
12092,4604,-12528
14052,1872,-10544
12536,-3328,-11736
9632,-3560,-14772
8084,60,-16120
9152,4008,-14684
11244,2380,-13020
10908,-2528,-13120
7176,-5276,-15056
4376,-3324,-18248
5120,1304,-17864
7192,2000,-15728
8312,-1296,-14124
6604,-5384,-15948
3988,-5616,-18556
2792,-1608,-19376
5540,2116,-16904
8264,372,-14668
7892,-4688,-14724
5228,-6284,-16448
3708,-2580,-19228
5204,2412,-17560
8168,3120,-14432
9948,-600,-13080
8228,-4020,-13916
5920,-1848,-16144
5704,3056,-16004
8664,5656,-13624
11208,3856,-11420
11032,-684,-11308
9028,-1240,-12576
8128,2348,-14716
10016,6448,-13708
12108,5848,-11468
13824,1908,-10000
12420,-1936,-11048
10592,-624,-13824
9952,3184,-13820
12836,6064,-12484
15268,3780,-10168
15188,-1252,-10160
12292,-2200,-12384
10388,1108,-14660
11704,5752,-14140
14316,5364,-11420
15208,932,-9584
12408,-2152,-10844
9452,-12,-14144
9324,3936,-14864
12064,6036,-13268
12712,4316,-10520
10876,-940,-11728
7608,-2512,-14660
6084,284,-16256
8172,3560,-13768
10756,1596,-11084
10284,-3756,-11620
6892,-6348,-15248
4352,-3840,-19200
5148,224,-18552
7696,552,-16284
9108,-3080,-14884
7256,-7576,-17152
4468,-7460,-20468
3100,-3224,-20720
5816,1100,-18728
8608,-1232,-15996
7668,-6380,-16624
4660,-7436,-18316
2696,-3824,-20856
4676,1308,-19084
7576,1508,-15596
8916,-2100,-14168
7196,-5032,-15348
4788,-2972,-18008
4656,2236,-17288
7588,5064,-14784
9804,2912,-12164
9404,-920,-12604
7272,-960,-13880
6296,3072,-15204
8468,7340,-14380
11580,6468,-11112
12512,1656,-10252
10692,-772,-11848
8848,1396,-14424
9972,6220,-13652
12616,7444,-11848
14672,4244,-10104
14176,-432,-10848
11784,-252,-13596
10508,3292,-14536
12592,6732,-13664
15584,5084,-11040
15444,-576,-10660
12596,-2648,-12564
10212,16,-15284
11164,4248,-15140
