ax,ay,az
7724,-412,-15204
7776,-416,-15256
7788,-436,-15388
7772,-448,-15204
7732,-444,-15264
7720,-412,-15312
7684,-388,-15320
7768,-304,-15340
7684,-412,-15276
7720,-380,-15352
7700,-384,-15248
7736,-424,-15376
7816,-468,-15252
7780,-420,-15324
7796,-516,-15324
7828,-420,-15240
7724,-480,-15252
7792,-412,-15276
7736,-460,-15284
7704,-396,-15284
7696,-416,-15380
7672,-480,-15300
7696,-404,-15236
7716,-308,-15224
7796,-356,-15320
7680,-440,-15300
7772,-400,-15296
7684,-476,-15364
7676,-476,-15412
7740,-440,-15312
7732,-424,-15216
7784,-472,-15296
7684,-384,-15384
7656,-380,-15388
7680,-340,-15276
7736,-344,-15256
7736,-408,-15224
7648,-372,-15156
7652,-392,-15300
7732,-452,-15384
7796,-420,-15360
7816,-432,-15256
7776,-400,-15304
7652,-464,-15320
7712,-404,-15360
7724,-388,-15264
7708,-420,-15276
7696,-424,-15268
7656,-408,-15308
7720,-408,-15284
7704,-392,-15344
7684,-420,-15352
7680,-412,-15308
7724,-440,-15404
7732,-456,-15324
7744,-472,-15312
7788,-412,-15168
7764,-480,-15284
7732,-432,-15424
7788,-424,-15324
7752,-412,-15372
7696,-384,-15324
7716,-312,-15352
7692,-360,-15240
7688,-408,-15276
7760,-440,-15320
7776,-356,-15484
7632,-448,-15304
7792,-396,-15360
7764,-432,-15228
7820,-436,-15388
7800,-460,-15208
7728,-468,-15212
7772,-352,-15368
7696,-408,-15360
7704,-308,-15372
7744,-404,-15148
7660,-376,-15264
7740,-408,-15308
7668,-436,-15420
7740,-384,-15252
7672,-444,-15296
7872,-424,-15208
7800,-516,-15312
7608,-528,-15272
7788,-424,-15224
7732,-488,-15312
7688,-440,-15316
7836,-372,-15252
7636,-420,-15328
7652,-364,-15208
7672,-388,-15304
7744,-440,-15340
7840,-376,-15340
7712,-384,-15124
7712,-380,-15268
7724,-504,-15280
7748,-432,-15368
7780,-436,-15248
7744,-368,-15240
7808,-420,-15212
7740,-384,-15280
7704,-444,-15264
7704,-380,-15308
7780,-364,-15300
7668,-396,-15284
7644,-336,-15392
7736,-456,-15344
7736,-400,-15332
7708,-440,-15308
7784,-428,-15336
7720,-440,-15252
7744,-488,-15192
7768,-508,-15200
7684,-444,-15344
7776,-420,-15412
7736,-384,-15344
7744,-372,-15224
7696,-376,-15232
7732,-356,-15240
7704,-432,-15388
7688,-416,-15368
7776,-412,-15200
7720,-500,-15272
7744,-380,-15276
7784,-384,-15288
7692,-408,-15260
7728,-404,-15264
7716,-420,-15180
7728,-436,-15168
7752,-464,-15224
7744,-432,-15276
7708,-416,-15324
7736,-340,-15348
7760,-404,-15320
7768,-408,-15316
7740,-412,-15356
7680,-432,-15260
7708,-432,-15292
7716,-452,-15304
7820,-440,-15352
7736,-472,-15368
7748,-424,-15232
7740,-360,-15296
7732,-400,-15288
7676,-352,-15312
7716,-436,-15380
7732,-412,-15240
7680,-408,-15316
7772,-424,-15244
7748,-420,-15256
7780,-456,-15232
7756,-412,-15304
7696,-416,-15232
7688,-436,-15336
7704,-468,-15296
7780,-440,-15356
7820,-344,-15264
7688,-408,-15248
7700,-368,-15248
7704,-380,-15312
7716,-348,-15428
7792,-436,-15360
7752,-392,-15312
7812,-420,-15256
7692,-424,-15352
7792,-476,-15304
7776,-440,-15296
7796,-472,-15344
7760,-456,-15332
7732,-404,-15172
7708,-392,-15400
7680,-376,-15280
7724,-376,-15352
7688,-380,-15316
7748,-400,-15284
7744,-388,-15296
7668,-432,-15152
7744,-432,-15232
7736,-452,-15324
7760,-392,-15348
7840,-468,-15348
7760,-488,-15276
7692,-388,-15212
7720,-420,-15224
7760,-412,-15212
7744,-352,-15316
7696,-332,-15224
7724,-348,-15328
7728,-368,-15184
7824,-340,-15380
7728,-376,-15296
7808,-452,-15308
7732,-444,-15320
7744,-464,-15312
7808,-460,-15252
7760,-384,-15268
7788,-392,-15228
7728,-504,-15292
7684,-456,-15344
7696,-392,-15272
7716,-320,-15288
7720,-360,-15308
7744,-456,-15352
7660,-428,-15316
7724,-428,-15376
7800,-384,-15344
7776,-464,-15248
7784,-404,-15324
7780,-452,-15228
7756,-392,-15368
7788,-372,-15408
7752,-428,-15348
7772,-376,-15208
7696,-392,-15296
7712,-408,-15280
7716,-348,-15184
7696,-412,-15352
7780,-436,-15320
7816,-404,-15360
7704,-444,-15372
7772,-476,-15240
7712,-384,-15216
7740,-504,-15332
7724,-356,-15272
7752,-420,-15308
7776,-432,-15364
7704,-396,-15304
7756,-344,-15356
7740,-364,-15256
7704,-392,-15304
7772,-384,-15332
7780,-448,-15240
7784,-424,-15184
7764,-444,-15288
7740,-424,-15312
7744,-420,-15352
7760,-352,-15360
7800,-356,-15352
7672,-444,-15212
7660,-360,-15140
7732,-352,-15324
7788,-436,-15400
7728,-440,-15292
7772,-416,-15268
7784,-504,-15200
7732,-464,-15404
7712,-404,-15284
7760,-444,-15220
7836,-388,-15156
7696,-388,-15380
7668,-364,-15316
7708,-336,-15384
7728,-320,-15332
7836,-424,-15420
7780,-396,-15224
7772,-444,-15280
7644,-428,-15332
7732,-396,-15304
7768,-488,-15280
7784,-456,-15252
7772,-476,-15248
7744,-496,-15360
7760,-424,-15364
7684,-404,-15372
7724,-384,-15168
7772,-392,-15176
7744,-376,-15348
7764,-436,-15260
7696,-352,-15360
7736,-444,-15296
7708,-360,-15236
7760,-452,-15384
7756,-472,-15276
7716,-476,-15400
7740,-480,-15368
7696,-468,-15324
7784,-408,-15204
7672,-388,-15156
7744,-412,-15348
7684,-464,-15444
7780,-432,-15232
7704,-484,-15292
7768,-456,-15236
7768,-444,-15364
7768,-444,-15332
7776,-348,-15356
7700,-360,-15260
7804,-408,-15280
7704,-428,-15316
7720,-336,-15328
7680,-432,-15296
7752,-408,-15268
7732,-392,-15204
7736,-432,-15356
7768,-460,-15284
7796,-436,-15288
7748,-456,-15320
7652,-424,-15312
7752,-332,-15224
7716,-380,-15304
7728,-364,-15312
7676,-364,-15300
7684,-364,-15304
7732,-408,-15308
7712,-388,-15192
7720,-412,-15252
7724,-444,-15276
7756,-496,-15268
7740,-384,-15264
7804,-492,-15236
7716,-440,-15196
7728,-384,-15336
7700,-352,-15240
7732,-348,-15248
7700,-384,-15172
7672,-348,-15252
7764,-356,-15280
7704,-384,-15364
7752,-396,-15288
7808,-416,-15336
7744,-460,-15244
7740,-396,-15368
7752,-484,-15208
7684,-416,-15272
7720,-420,-15260
7784,-328,-15288
7708,-368,-15324
7664,-368,-15224
7700,-396,-15292
7728,-412,-15204
7732,-412,-15324
7760,-428,-15216
7776,-440,-15288
7764,-452,-15300
7716,-424,-15240
7736,-420,-15296
7668,-376,-15232
7712,-380,-15292
7744,-380,-15264
7712,-432,-15368
7764,-368,-15332
7760,-412,-15216
7748,-496,-15216
7744,-388,-15348
7740,-444,-15268
7720,-472,-15324
7776,-444,-15216
7720,-448,-15252
7720,-460,-15256
7752,-368,-15376
7716,-380,-15272
7700,-412,-15360
7792,-404,-15396
7768,-424,-15360
7712,-444,-15196
7744,-392,-15300
7760,-496,-15264
7752,-360,-15268
7780,-492,-15260
7740,-456,-15284
7712,-432,-15348
7720,-452,-15228
7756,-356,-15260
7748,-328,-15352
7792,-408,-15320
7712,-376,-15200
7748,-412,-15292
7684,-404,-15336
7720,-468,-15244
7752,-412,-15316
7724,-412,-15196
7776,-400,-15352
7792,-348,-15280
7764,-392,-15400
7720,-412,-15308
7768,-456,-15228
7776,-424,-15264
7824,-316,-15188
7756,-432,-15176
7716,-384,-15288
7760,-408,-15364
7808,-488,-15292
7792,-412,-15292
7748,-404,-15284
7760,-400,-15356
7688,-428,-15348
7684,-412,-15268
7692,-400,-15288
7796,-444,-15388
7676,-432,-15200
7792,-360,-15276
7696,-464,-15324
7708,-384,-15256
7648,-456,-15204
7724,-372,-15220
7780,-412,-15224
7736,-388,-15268
7736,-448,-15276
7760,-476,-15288
7660,-440,-15180
7772,-472,-15272
7736,-412,-15288
7716,-456,-15272
7720,-432,-15336
7716,-356,-15308
7764,-372,-15248
7808,-412,-15308
7740,-388,-15244
7752,-440,-15312
7744,-412,-15248
7740,-504,-15296
7772,-360,-15292
7744,-436,-15232
7772,-456,-15212
7720,-388,-15332
7740,-388,-15192
7724,-376,-15332
7796,-484,-15256
7732,-416,-15232
7688,-396,-15344
7740,-400,-15340
7700,-432,-15276
7688,-340,-15272
7656,-368,-15188
7736,-364,-15432
7728,-504,-15344
7780,-368,-15288
7728,-360,-15204
7828,-404,-15336
7740,-424,-15348
7716,-356,-15304
7716,-376,-15252
7672,-448,-15216
7740,-360,-15252
7724,-468,-15236
7780,-452,-15404
7712,-360,-15300
7716,-416,-15388
