ax,ay,az
15092,-3120,-5780
12588,-2056,-9124
12352,-104,-15048
12708,-816,-17492
13304,-3096,-12624
12248,-6812,-6896
9904,-6808,-7580
8152,-3516,-13552
9080,-1644,-18752
10520,-2700,-14772
10288,-6144,-8164
9752,-6392,-5076
7304,-3852,-12568
7112,692,-17700
8668,660,-15856
10844,-2260,-9176
10288,-4136,-3724
8588,-1848,-7876
8392,3020,-13480
10020,5352,-15180
12564,4024,-8576
13468,1164,-1696
12712,1688,-2124
11236,5284,-8656
12208,9084,-14260
15020,8600,-11068
16696,5316,-3268
15856,4504,-172
13448,6948,-6932
13496,11284,-13416
15144,12292,-12992
17148,9988,-5744
17032,7080,252
15376,7468,-2924
13444,10036,-10976
14288,12092,-15520
16732,10260,-10864
17648,6008,-3688
16308,4540,-2380
14444,6428,-9620
14312,8648,-16556
15776,6700,-16296
17616,2580,-9436
16232,-348,-3704
13984,-252,-7788
13200,1664,-15604
13588,1976,-19596
14924,-784,-14472
14816,-4632,-6708
12768,-5028,-5664
10076,-1980,-12596
10256,724,-18896
12144,-1572,-17404
12468,-4728,-9820
10348,-5008,-4900
8240,-3112,-10448
8380,200,-17704
8808,1080,-18920
10236,-776,-12924
10196,-3288,-5876
9180,-2284,-6720
8404,1484,-13580
9556,4580,-17796
11560,3640,-13104
12872,48,-5612
12588,128,-3112
10924,3536,-9132
11340,7820,-14972
13700,7560,-14032
15600,4788,-6920
15076,3396,-1132
13396,4936,-4796
13072,8844,-12188
14512,10360,-15492
16872,8504,-10168
17512,5372,-2740
16680,5620,-2000
14344,8276,-9000
15024,10612,-15464
16984,8704,-13440
18368,4748,-5788
17624,3200,-1624
15716,4236,-7148
15088,6340,-14656
16188,5176,-17072
17540,2176,-11840
16712,-1780,-5280
14604,-2256,-6496
12408,196,-13796
12800,1096,-19836
14064,-1816,-17380
13944,-5208,-10372
12256,-5704,-6588
9880,-3324,-12572
9596,-508,-19564
10844,-1480,-19836
11520,-3896,-13252
10016,-5184,-7052
8592,-4292,-9288
7784,-760,-16444
8560,1700,-19600
10324,584,-14236
11056,-1852,-5896
10924,-852,-3396
9440,2816,-9352
9996,6508,-15308
11908,6252,-13516
13468,3160,-5928
13252,2744,-416
11912,5152,-4608
11628,9064,-11708
13196,10040,-13744
15224,8036,-7652
15760,5984,-640
14816,6684,-1212
13496,9988,-8124
14428,13880,-13408
16364,12028,-9616
17680,8068,-2212
17252,6732,640
15296,7400,-5872
15040,9112,-14044
16812,7904,-15068
18576,4028,-9192
18364,1760,-3100
16664,2080,-6032
15832,4460,-13220
16104,4972,-18320
17876,1924,-14504
17860,-1432,-7944
17104,-3076,-6100
13580,-988,-12516
12464,460,-20144
13628,-1524,-19984
14316,-5036,-13288
12968,-5460,-7252
10876,-2884,-10940
9588,592,-17840
9324,1980,-20172
10280,632,-14104
10176,-1528,-6572
9388,-784,-6976
7792,2948,-13836
7928,6288,-18520
9212,6748,-13956
10608,3548,-5920
10952,2032,-2632
9176,4656,-9076
9264,8620,-14704
11540,8424,-12636
13984,4452,-5068
14768,1280,-612
12976,2288,-6324
11840,5856,-13648
12956,6856,-15196
15752,3876,-9000
16808,-604,-2520
15012,-1156,-4724
12348,1516,-12896
12624,4060,-17464
14272,1816,-13044
15760,-2904,-5512
13776,-4508,-3668
10580,-2468,-11144
10072,808,-17528
11408,1524,-16656
13216,-448,-8832
12820,-3340,-3264
10900,-2192,-7060
8880,1564,-14536
9500,5172,-18752
12392,4208,-12576
14396,144,-4272
14172,160,-2276
11968,3704,-10044
12216,7732,-16520
14360,7456,-15044
16556,4312,-7112
16624,2728,-964
15056,4488,-5308
13956,8496,-12668
15020,10508,-16032
17468,8992,-10256
18256,5748,-2236
16940,5672,-1932
14644,8788,-10124
15184,11844,-16472
17036,10176,-13204
18800,6344,-5208
17912,4788,-1416
15600,5968,-6980
14832,8632,-14676
15852,7904,-16504
17724,4496,-9600
17332,912,-2500
15392,-248,-4384
13148,1384,-12096
12764,3360,-17744
14504,996,-13948
14824,-4112,-6240
12592,-4940,-3356
9652,-2132,-10148
9136,188,-17384
10604,-800,-16572
11876,-3376,-9128
10520,-5460,-3400
8512,-4528,-7692
7500,-940,-14780
8260,704,-17688
10196,-464,-11968
10804,-3776,-4512
10356,-3408,-3456
8984,764,-10252
9896,4716,-15864
12432,4112,-12600
14196,928,-5424
14096,960,-1544
12556,4048,-6840
12444,8072,-12980
14348,9308,-13676
16696,6940,-7388
17168,4280,-1220
15664,4748,-3560
14384,8668,-11152
15700,11608,-15808
18324,10156,-11356
19896,6660,-3832
18544,6156,-1796
16072,8920,-8792
16188,11528,-15676
18004,10012,-15132
19532,6344,-8364
19028,3976,-2756
17192,4732,-6344
16176,7256,-13388
16852,7276,-17216
18760,4740,-12428
18744,868,-5496
16932,-868,-3996
14148,1640,-10368
13740,4032,-17076
15020,-56,-16184
15144,-3112,-9032
12972,-4544,-4280
9948,-2908,-8884
9272,-40,-15340
9932,-260,-16276
10804,-2300,-10248
9840,-5488,-4292
7692,-5124,-6284
6064,-1120,-12612
6792,1128,-17008
8812,-356,-11796
9700,-4060,-5076
9176,-4484,-3500
7220,-1792,-8700
7060,2320,-15616
8972,2840,-15084
11984,336,-8228
12580,-1904,-1796
11500,-76,-4492
10428,4824,-11692
11868,7752,-15288
14704,6180,-10576
16216,2740,-3760
15236,2796,-2456
13236,6252,-8404
14100,9992,-14272
16640,9300,-12688
18572,6264,-5732
18260,5152,-1260
16416,7128,-5440
15648,10972,-12628
