ax,ay,az
8940,3292,-17180
12552,1016,-14912
9484,-3332,-12236
5624,-3796,-14304
3712,188,-16972
6388,2612,-17016
10648,2924,-16356
12912,-636,-14164
6584,-5916,-12268
4520,-2064,-15924
5492,1276,-17696
8504,3760,-16856
12156,1512,-14804
9560,-3716,-12312
5696,-4024,-14036
3576,132,-16800
6516,2356,-16980
10432,3012,-15952
12820,-700,-14232
6636,-5552,-12556
3940,-2304,-15628
3960,1144,-17188
9120,3220,-17412
12532,1108,-15096
9296,-3316,-11756
5768,-3748,-14212
3372,-24,-16836
6264,2016,-16768
10208,3044,-16104
12996,-404,-14404
7048,-5668,-12460
4320,-2572,-15748
5264,1472,-17732
8572,3616,-17080
12004,1712,-15056
9756,-3344,-12616
5900,-4188,-14156
3532,256,-16832
6272,2296,-16932
10404,3064,-16264
13060,-592,-14376
6840,-5504,-12472
4048,-2496,-15652
3868,880,-17180
8668,3464,-17496
12488,1396,-15252
9780,-3076,-12284
5804,-3972,-13916
2940,-756,-16328
6192,1600,-16980
9756,3200,-16048
12720,-364,-14412
7076,-5324,-12612
4436,-2816,-15736
4996,1400,-17816
8576,3532,-16940
11976,1760,-14788
10056,-2984,-12516
5704,-4304,-14256
3624,64,-16852
6212,2376,-16964
10260,3128,-16368
13068,-604,-14160
6944,-5660,-12436
4628,-2380,-15996
4432,672,-17336
8068,3460,-16964
12156,1960,-15052
10464,-3000,-12812
5692,-4256,-13716
2908,-1276,-16080
6172,1364,-17008
9584,3440,-15988
12748,-168,-14432
7352,-5316,-12640
4504,-2940,-15740
4100,1132,-17416
8664,3516,-17264
12032,1576,-14924
10028,-2524,-12464
6016,-4132,-14116
3592,-312,-17040
5996,2404,-17216
10272,3260,-16652
13176,-600,-14012
7212,-5824,-12164
4544,-2292,-15856
4968,1064,-17944
7948,3676,-17056
11968,2200,-15212
10424,-2756,-12656
5812,-4444,-13728
3088,-976,-16296
5844,1416,-17164
9604,3388,-16092
12872,-180,-14372
7556,-5156,-12564
4688,-2924,-15680
4084,780,-17460
8780,3532,-17372
11792,1804,-14564
10452,-2440,-12468
5868,-4340,-14104
3420,-208,-16816
5684,2380,-16900
10112,3064,-16688
13396,-592,-14520
7172,-5856,-12232
4668,-2240,-15624
5308,1360,-17932
8040,3400,-17172
11520,1952,-14720
10628,-2360,-12936
6004,-4632,-13764
3144,-932,-16408
5772,1664,-17056
9824,3532,-16192
12860,-368,-14256
7408,-5068,-12440
4740,-2840,-15584
3352,472,-17196
8276,3304,-17188
12172,1900,-15152
10684,-2304,-12596
5600,-4400,-13604
2416,-908,-15972
5868,1748,-16944
9772,3240,-16684
13024,-288,-14456
7504,-5592,-12168
4604,-2684,-15360
5068,1896,-17732
8296,3240,-17060
11172,1732,-14796
10448,-1980,-13160
6240,-4760,-13736
3504,-580,-16884
5720,2168,-17004
10336,3480,-16428
13372,-516,-14684
6976,-5496,-12376
4296,-2276,-15188
