ax,ay,az
7768,-296,-15276
7612,-428,-15352
7728,-416,-15264
7732,-456,-15336
7748,-524,-15260
7860,-480,-15348
7800,-464,-15208
7848,-516,-15408
7680,-452,-15364
7732,-380,-15336
7728,-356,-15328
7688,-376,-15272
7620,-296,-15304
7616,-368,-15156
7672,-356,-15264
7620,-364,-15232
7768,-452,-15272
7704,-532,-15284
7828,-504,-15220
7892,-492,-15188
7800,-492,-15316
7792,-456,-15324
7772,-488,-15300
7748,-420,-15212
7696,-384,-15172
7708,-284,-15300
7692,-288,-15352
7668,-308,-15268
7632,-308,-15264
7680,-336,-15336
7648,-448,-15332
7772,-424,-15244
7840,-528,-15324
7868,-488,-15276
7780,-528,-15308
7736,-548,-15276
7768,-524,-15332
7744,-360,-15292
7704,-420,-15360
7680,-332,-15308
7712,-360,-15224
7744,-368,-15196
7600,-332,-15212
7656,-308,-15336
7888,-292,-15464
7716,-512,-15352
7724,-416,-15220
7848,-384,-15172
7748,-600,-15492
7824,-456,-15252
7796,-524,-15336
7836,-476,-15320
7712,-416,-15280
7688,-368,-15288
7668,-400,-15304
7696,-344,-15300
7708,-292,-15280
7628,-340,-15324
7620,-372,-15284
7716,-416,-15376
7728,-352,-15284
7800,-472,-15272
7820,-496,-15152
7804,-524,-15348
7756,-560,-15396
7788,-480,-15252
7740,-456,-15364
7724,-432,-15212
7608,-384,-15304
7684,-380,-15288
7636,-328,-15188
7648,-296,-15236
7648,-300,-15256
7708,-320,-15264
7756,-440,-15324
7840,-436,-15328
7840,-496,-15164
7904,-516,-15300
7776,-644,-15316
7824,-536,-15352
7800,-544,-15288
7756,-400,-15360
7668,-364,-15256
7628,-344,-15436
7668,-264,-15336
7596,-260,-15192
7596,-296,-15372
7592,-328,-15336
7708,-380,-15336
7696,-440,-15244
7836,-484,-15276
7804,-496,-15284
7780,-548,-15388
7744,-496,-15364
7796,-484,-15304
7740,-452,-15344
7692,-344,-15312
7668,-316,-15184
7640,-320,-15312
7664,-304,-15336
7584,-332,-15352
7624,-372,-15332
7664,-436,-15276
7800,-448,-15300
7808,-528,-15324
7780,-464,-15180
7800,-544,-15232
7824,-492,-15276
7760,-476,-15300
7712,-496,-15356
7768,-424,-15272
7720,-340,-15188
7720,-308,-15376
7660,-356,-15292
7692,-316,-15356
7748,-356,-15276
7680,-344,-15348
7704,-376,-15352
7708,-488,-15272
7752,-412,-15356
7748,-476,-15236
