ax,ay,az
4344,1220,-17596
7272,3336,-16996
11112,2544,-15388
11488,-1100,-13628
6188,-5096,-13160
3028,-1380,-15620
4616,1944,-16872
10532,3704,-17872
12876,-48,-14744
8060,-4568,-12132
5376,-3280,-15080
3768,432,-16792
7780,2344,-16972
10124,2396,-14184
11776,-744,-13056
6400,-4952,-13452
4320,-264,-17884
5184,3772,-18164
10072,2572,-17056
13332,-476,-14532
8020,-4784,-12072
5700,-2412,-14704
4076,-164,-17164
6584,3068,-17548
11116,3024,-15988
12216,-960,-13700
6124,-4972,-12352
4272,-2328,-16212
6236,864,-18112
9988,4584,-17088
11920,948,-13244
8504,-4600,-11712
5528,-3908,-15728
3808,436,-18332
6732,3224,-16632
10972,2624,-15396
12400,-1080,-13688
6072,-5560,-12704
3224,-1060,-15620
3660,1844,-16232
9588,2904,-17796
13300,184,-15608
8944,-3944,-12144
5780,-3136,-14100
3428,80,-16396
6400,1916,-16672
10204,3128,-15672
12620,-492,-14692
6368,-5280,-12120
3756,-2692,-15860
5304,1624,-18020
8760,3540,-16456
12424,1344,-14952
9204,-4104,-12328
5760,-3872,-14448
3984,628,-16852
6872,2808,-16900
10600,3044,-15748
12884,-580,-13840
6860,-5716,-12556
2488,-1604,-15504
2828,1524,-17168
9096,2732,-17660
13436,840,-15620
9212,-2856,-12044
5452,-3636,-13888
3024,-700,-16200
6368,1296,-17388
9932,3352,-16108
12600,-68,-14228
7188,-5296,-12164
4420,-3020,-15876
5800,1832,-18516
9452,4304,-17344
11504,1280,-13584
9612,-3112,-12024
5960,-4296,-14520
2820,-1396,-17432
5640,2672,-17452
11056,3656,-16380
13076,-1152,-13436
6632,-5668,-12064
4272,-2488,-15504
5512,668,-18052
9316,4156,-17960
11700,1696,-14196
9932,-3220,-11560
5832,-4036,-14100
2756,-1468,-16952
5884,1564,-17124
9748,3332,-15612
12468,-168,-14104
7512,-5200,-12548
3600,-2820,-14880
3204,1212,-16976
8524,3032,-17240
12820,1500,-15588
9956,-2168,-12352
5948,-4112,-13488
3308,-676,-15912
6240,1712,-17388
10332,3528,-16772
12864,-408,-13476
7556,-5396,-11840
4416,-3128,-16180
4592,1092,-17932
7292,3584,-16312
