ax,ay,az
6768,-5404,-14456
4928,-6532,-15280
2904,-2760,-16500
4000,2396,-15996
6784,2800,-14064
7832,-808,-12512
6632,-3212,-13076
4816,-1364,-15364
4836,3196,-15728
7404,5460,-14020
9944,3712,-11696
10596,-188,-11544
8800,-764,-12412
7300,2324,-14084
9316,6260,-14612
12472,5136,-12044
13720,680,-9588
11748,-1872,-10284
9964,120,-13776
10644,4144,-13836
12844,5080,-11832
14820,2344,-9892
14392,-1660,-10684
11968,-1436,-13544
10588,1844,-14572
12564,4672,-13740
15096,2832,-11728
15008,-2256,-11552
12288,-4092,-13776
10040,-1664,-16716
10716,1844,-16644
12640,1604,-14620
13212,-1640,-13700
11144,-5096,-15012
8336,-4992,-17656
6852,-1104,-18000
8020,1628,-16776
9752,-416,-15024
8864,-5564,-15556
5948,-7096,-17184
4152,-3360,-19208
5404,1316,-18116
7420,380,-15176
8240,-3472,-14692
6284,-6016,-15416
4224,-3936,-17392
4012,700,-16808
7064,2088,-15660
9296,268,-13532
8620,-3592,-12856
6560,-3396,-14988
5364,436,-16756
7164,4080,-16032
10180,3496,-12588
10812,-588,-10956
8920,-2392,-11764
7444,204,-14516
8524,4732,-14612
10884,5448,-11848
12944,2616,-9688
12356,-1036,-10344
10408,-524,-12564
9160,2612,-13176
11832,5756,-12260
14436,4392,-9940
14536,-464,-9648
12280,-1908,-11116
10496,648,-13764
11940,4652,-13704
14244,4672,-11204
15660,596,-9768
13684,-2848,-11012
11040,-1648,-14396
10536,1808,-14616
12976,3708,-13472
14920,1516,-11376
14084,-3072,-12004
11484,-3256,-14532
9644,-8,-16224
10672,3656,-15688
12580,2092,-13720
12688,-2564,-13092
9484,-4948,-14240
6436,-3032,-17136
6588,692,-17344
8120,1772,-15632
9156,-812,-14080
7852,-4808,-14904
5028,-5376,-17200
3400,-1892,-17688
5108,1796,-16560
7700,324,-14208
7124,-4112,-13812
4908,-5952,-15700
3620,-2508,-18380
4896,2264,-17008
7260,2432,-14256
9112,-272,-13156
7772,-3752,-14176
6384,-2928,-15952
5052,1124,-17160
7484,4572,-15684
10760,3372,-12724
11304,-636,-11868
9288,-2680,-12360
7464,44,-14888
8884,4912,-15128
11252,5064,-12336
13288,2128,-9996
12248,-1492,-10412
10268,-564,-13280
9384,2772,-13668
11752,5472,-12164
14300,4152,-9456
14296,-724,-9360
12008,-2160,-11012
10024,712,-13556
11624,4948,-12928
14148,4412,-10600
15204,-128,-9396
12816,-3208,-10792
10232,-1504,-14248
10388,2024,-14296
12660,3328,-13064
14516,1092,-11332
13188,-2956,-12324
10556,-3532,-15200
9040,-60,-16736
9720,3272,-15920
11584,1476,-14036
11276,-3304,-14196
8376,-5616,-16036
5448,-3412,-18100
5532,380,-18104
7436,636,-17172
8416,-2128,-16268
7228,-5828,-16692
4508,-5824,-18684
3384,-2128,-19876
5680,1308,-18064
7584,-408,-15444
7204,-4856,-15800
4972,-6096,-17164
3632,-2652,-19512
5136,2320,-18296
7052,2212,-14824
8504,-740,-13500
7260,-3548,-14324
5316,-1896,-16560
5000,2436,-16112
7624,4652,-13968
10028,3156,-11564
9444,-1080,-11476
7892,-1712,-12872
7296,1628,-14816
8968,5468,-13912
11480,4852,-10552
13016,968,-10148
11656,-1784,-11048
9724,-116,-13172
10456,4168,-12940
12972,5708,-11068
14848,3172,-9724
14492,-1360,-10628
12620,-1024,-12780
11196,1828,-13204
12948,4948,-13212
15648,3628,-11328
15564,-1324,-10988
13184,-3172,-12644
11000,-976,-15420
11844,2996,-15264
13564,3276,-13340
14300,-164,-12128
12300,-3912,-13456
9448,-3584,-16012
7880,-316,-16468
8808,2472,-15892
10548,520,-14268
9452,-4728,-14520
6548,-6244,-16160
4836,-3164,-18188
5624,1220,-17520
6924,852,-15096
7900,-2736,-14672
5696,-5788,-15544
3540,-4636,-18072
3728,-244,-17676
5740,1568,-15532
8028,-72,-14416
7760,-4452,-15064
5748,-4748,-16476
4412,-632,-17700
6384,3316,-16704
9312,2388,-13924
10356,-1604,-12912
8504,-3904,-13244
6824,-1144,-15920
7408,3420,-15608
9652,4180,-13412
11744,1776,-11428
11288,-1892,-11496
9536,-1412,-13344
8288,2012,-14240
10456,5192,-13364
13148,4116,-10836
13460,-356,-10224
11304,-2456,-11548
9564,244,-14192
10888,4896,-13628
13132,5260,-11720
14948,1640,-10336
13392,-2472,-11420
11196,-1696,-14248
10240,1796,-14556
12292,4336,-13328
14564,2480,-10712
13832,-2668,-11284
11568,-3844,-13012
9468,-892,-15424
10456,3468,-14824
12100,2992,-11832
13076,-1260,-11028
