ax,ay,az
4796,-3300,-15228
3808,436,-17420
8584,3652,-17488
11760,1796,-14652
10900,-1788,-12516
5784,-4404,-13660
3704,340,-17000
5476,2836,-17252
10436,3004,-17416
13404,-940,-14380
7612,-5472,-11844
5120,-1792,-15268
4840,736,-17704
7852,3072,-17716
10504,2072,-14484
11416,-1620,-13032
6332,-4744,-13524
3412,-1908,-16652
5704,940,-17880
9060,3828,-15844
12612,428,-14644
8204,-5068,-12604
4580,-3256,-15112
3464,20,-17288
8232,3432,-17584
11520,1996,-15136
11480,-1600,-12644
5684,-4764,-13224
2540,-848,-16024
4708,1968,-16696
10168,3080,-17404
13424,-348,-14696
8108,-4744,-11808
5044,-2748,-14844
3968,904,-17152
7472,2292,-17216
10604,2388,-14788
11680,-1072,-13416
6472,-4752,-13100
3452,-2052,-15884
5372,1736,-17708
9932,3732,-16756
12856,180,-13908
8016,-4528,-11940
5012,-3220,-15292
2752,-944,-17200
7172,2976,-17300
11392,2704,-15284
12140,-1496,-12884
5644,-5000,-12840
3308,-2544,-15956
5432,676,-17988
8944,3708,-17252
12620,832,-14344
8592,-4944,-11928
5080,-3436,-14876
3260,228,-16984
7068,2000,-17164
10164,2596,-15072
11848,-568,-13700
6704,-4652,-13248
3544,-1656,-16272
4592,2380,-17432
10680,3592,-17404
12656,-12,-13824
8376,-3812,-11756
5656,-3464,-15460
3888,-392,-17824
6324,2892,-17136
11308,3252,-15960
12920,-1412,-13396
5916,-5632,-12192
4068,-2056,-15904
6312,824,-18392
8720,4400,-17444
11996,1592,-14204
9264,-4352,-12092
5620,-3868,-14428
3136,-536,-17000
6644,2068,-17180
9972,2932,-15040
12260,-396,-14056
6952,-4884,-13036
3240,-2308,-15612
3528,1748,-16876
10136,3480,-17972
12836,516,-14604
9044,-3056,-11720
5756,-3696,-14904
4104,428,-17516
6140,2596,-16992
10752,3060,-16416
13220,-904,-13952
6552,-6028,-12068
4396,-1760,-15804
6140,1440,-18224
8460,4240,-16960
11680,1468,-14416
9896,-3220,-12576
6024,-4440,-13952
3496,-344,-17140
6056,1968,-17200
10336,3212,-15712
12768,-432,-13876
6856,-5112,-12680
3616,-2472,-15568
3016,868,-17012
9464,3364,-18028
12728,1108,-14388
10060,-2292,-11872
5756,-4012,-13984
2572,-764,-16476
5760,1352,-17060
10016,3432,-16656
13268,-424,-14080
7344,-5668,-11960
4332,-2448,-15384
3484,288,-17036
7460,2092,-17312
10048,2432,-14656
11708,-672,-13812
6404,-4624,-12936
3576,-2120,-16132
5008,2148,-17552
10516,3804,-17424
12676,-16,-13764
8080,-4092,-11828
5432,-3380,-15648
3176,-972,-17512
6744,2904,-17004
11300,3192,-15412
12732,-1352,-13072
5708,-5240,-12392
3844,-2588,-16168
5752,568,-17948
9124,4172,-17264
12544,1268,-14048
9068,-4820,-11756
5344,-3508,-14652
2924,-252,-16768
6760,1892,-17388
10000,2664,-15056
12012,-420,-13740
7016,-4788,-12940
3312,-2460,-15672
3876,2000,-17272
10192,3332,-17572
12740,168,-14412
8716,-3236,-11940
5696,-3616,-15152
3960,-324,-17716
6292,2952,-17364
10884,3212,-16448
13156,-1212,-13596
5968,-5724,-11832
4076,-1928,-15912
6248,1016,-18876
8368,4292,-17400
12008,1668,-14148
9536,-3904,-12136
5736,-4044,-14560
2940,-804,-16684
6480,1720,-17228
9992,3056,-15328
12380,-368,-13936
7136,-4868,-12844
3256,-2652,-15236
3536,1588,-17256
9856,3472,-17972
12680,648,-14480
9524,-2776,-11528
5572,-3952,-14608
3796,532,-17384
6152,2512,-17188
10604,3004,-16612
13280,-752,-13760
6956,-6092,-12068
4208,-1852,-15528
6044,1496,-18604
8332,3916,-17356
11308,1676,-14272
10140,-2820,-12348
6096,-4512,-13896
3296,-732,-16992
5880,1784,-17148
10140,3440,-15804
12944,-360,-13940
7040,-4968,-12548
3844,-2448,-15404
2740,412,-17068
9208,3172,-17956
12544,1516,-14504
10460,-1892,-11804
5860,-4104,-13880
2448,-1292,-16052
5672,1052,-17388
9604,3440,-16796
12972,-272,-13988
7740,-5272,-12112
4644,-2904,-15684
4820,1604,-17916
7916,3128,-16776
11148,2108,-14500
10916,-1796,-13272
6316,-4708,-13668
3960,-864,-16808
5792,2116,-17508
10456,3592,-16560
13044,-268,-13676
7452,-5052,-12124
4448,-2752,-15668
2564,-600,-17104
7584,3024,-17576
12112,2312,-15304
11392,-1800,-12332
5724,-4436,-13164
3044,-2524,-16396
5892,452,-17716
9052,3972,-16752
12704,544,-14140
8292,-5244,-11928
4656,-3300,-15092
3868,888,-17520
7696,2872,-17116
10652,2280,-14584
11252,-1112,-13288
6676,-4696,-13512
3564,-1172,-16428
5184,2400,-17148
10532,3436,-16844
13216,-252,-13980
7952,-4536,-11828
5004,-2960,-15484
3328,-848,-17424
6948,2936,-16988
11680,3104,-15524
12240,-1700,-12808
5672,-4996,-12508
3832,-2472,-16176
6520,764,-18532
8952,4344,-16940
12340,1040,-13712
8864,-5040,-11824
5168,-3568,-14856
3484,308,-17444
7156,2920,-17212
10544,2588,-14856
11864,-1012,-13436
6628,-4796,-13008
3444,-1208,-16128
4336,2116,-16976
10620,3344,-17592
13072,-12,-13892
8484,-3912,-11600
5408,-3368,-15376
4412,480,-17924
6692,2808,-16780
11220,3152,-15872
12824,-1280,-13492
6024,-5796,-12268
4032,-1652,-15992
6748,1176,-18436
9008,4592,-16984
11616,856,-13852
8900,-4104,-12224
5896,-3820,-14692
3632,-732,-17720
6500,2468,-17020
10784,3032,-15116
12440,-612,-13700
6052,-4984,-12584
3224,-1808,-15624
4016,1880,-17064
10196,3716,-18204
13108,176,-14132
8868,-3536,-11392
5688,-3348,-15088
3464,388,-17232
6340,2036,-16964
10484,3104,-16196
13076,-756,-13952
6744,-5800,-12208
3876,-1996,-15856
6184,1716,-18428
8668,3932,-16984
11564,1216,-14232
9480,-3268,-12712
5692,-4476,-14312
3976,-456,-17308
6276,2452,-17136
10856,3256,-15840
12748,-624,-13716
6320,-5112,-12536
3436,-1888,-15548
3168,1084,-17020
9424,3464,-18096
13076,664,-14804
9752,-2712,-11716
5648,-3576,-14400
2756,-812,-16200
6044,1068,-17456
9828,3432,-16428
12908,-368,-14144
7216,-5284,-12120
4144,-2800,-15852
5656,2028,-18404
8604,3616,-17224
11296,1592,-14384
9992,-2648,-12832
5964,-4528,-14188
4292,-56,-17568
6052,2576,-17080
10628,3220,-15880
13240,-556,-13644
6844,-5264,-12360
3856,-2412,-16148
2856,-92,-16960
8308,3220,-17448
13228,2004,-15512
10336,-2696,-12204
5324,-4072,-13324
3164,-1872,-16124
6640,476,-17864
9332,3704,-16232
12396,248,-13820
7644,-5052,-12164
4564,-3448,-15604
5056,1532,-18452
8456,3736,-16864
11236,1728,-14044
10272,-2120,-12788
6032,-4528,-14164
4384,44,-17520
