ax,ay,az
11784,2364,-15248
11156,-1760,-12980
5696,-4980,-13116
4024,-1776,-17336
6608,1064,-17632
9276,3768,-15204
12484,660,-13904
7840,-5244,-12636
4884,-3368,-15872
3828,484,-17700
7724,3664,-16160
11924,1924,-14732
10984,-1600,-13236
5672,-4664,-13460
3176,-884,-16384
5264,1816,-16748
9984,2976,-16496
13212,-276,-14424
7484,-4988,-12132
5096,-2896,-15492
4632,1384,-17840
8088,2852,-16512
11056,1916,-14424
11220,-1252,-13300
6052,-4984,-13728
3456,-844,-16848
5460,2348,-16852
10012,3240,-15772
13076,-328,-14480
7372,-5072,-12688
4912,-2860,-15428
3336,-120,-17096
7620,3128,-16948
12096,2340,-15536
11252,-1808,-12628
5436,-4720,-12964
3588,-2120,-16908
5864,896,-17872
9408,3516,-16120
12808,264,-13852
7928,-5384,-12540
4832,-3224,-15824
4212,1088,-17960
7772,3568,-16432
11648,1976,-14868
10996,-1668,-13428
5680,-4912,-13604
4008,836,-17192
5624,2552,-17304
10016,2852,-16464
13208,-764,-14104
7644,-5192,-12164
5256,-2328,-15600
4516,492,-18456
7636,3328,-17068
11884,2300,-14916
11276,-1640,-12908
5560,-4980,-13120
3004,-1412,-16536
5172,1336,-17112
9380,3548,-15940
13176,-168,-14480
7488,-5432,-12328
4612,-3184,-15236
3080,-72,-17376
7884,3332,-17204
12236,2328,-15452
11248,-1340,-12772
5560,-4900,-12944
3332,-900,-16524
5480,1984,-17772
10088,3328,-16828
13244,-444,-13988
7484,-5468,-11572
5068,-2740,-15624
4644,1664,-18556
7696,3208,-16752
11184,2184,-14460
11268,-1288,-13408
5896,-5352,-13440
3140,-256,-16584
5324,1932,-17160
9896,3164,-16176
13292,-504,-14492
7612,-5332,-12360
4932,-2824,-14980
3684,28,-17396
7708,3068,-17272
12136,2356,-15404
11408,-1328,-12708
5648,-4904,-12756
3360,-1888,-16448
5460,1408,-17504
9348,3500,-16180
13004,12,-13940
7808,-5536,-12208
4920,-3204,-15284
3892,728,-17568
7532,3436,-16960
12136,2348,-15616
11540,-1516,-13348
5576,-5216,-12576
3484,392,-16072
5528,2552,-17248
10100,2952,-17400
13380,-736,-14340
7500,-5420,-11692
5224,-2448,-14964
4704,1056,-18040
7612,3092,-17012
11636,2156,-15288
11512,-1412,-13112
5820,-5368,-12792
2888,-716,-16068
4852,2024,-17040
9484,3300,-16632
13384,-400,-14812
7728,-5376,-12208
4724,-2884,-14900
3848,460,-17592
7656,3176,-17404
12124,2340,-15668
11432,-1404,-12796
5832,-5052,-12492
3728,-2108,-16432
6236,1020,-17928
9012,3916,-16452
12536,472,-14116
8088,-5516,-12300
4888,-3400,-15000
4184,1152,-17804
7496,3564,-17088
11824,2120,-15256
11160,-1340,-13180
5640,-4916,-13204
3528,-204,-16312
5476,2164,-17500
9740,3076,-16852
13228,-252,-14576
7868,-5268,-12144
5304,-2692,-14932
4368,1072,-17496
7572,3044,-17016
11112,2124,-15076
11304,-1284,-13600
6028,-5212,-12860
3508,-1808,-16556
5412,1756,-17620
9112,3340,-15648
12800,272,-14432
7804,-5084,-12676
5136,-3140,-15060
3856,200,-17324
7336,3084,-16760
12072,2328,-15568
11548,-1424,-13508
5636,-4904,-12832
3524,-1520,-15852
5160,1528,-16912
9360,3400,-16648
13140,-92,-14884
7836,-5272,-12336
5044,-2956,-14824
4172,1528,-17244
7712,2948,-16728
10952,2108,-14844
11332,-1224,-13736
6292,-5136,-13348
3472,-1352,-16480
5316,2176,-17324
9620,3056,-15924
12960,-28,-14624
7856,-5108,-12684
4968,-2996,-14868
3900,472,-17504
7336,3156,-16784
12012,2560,-15552
11544,-1752,-13440
5712,-5072,-12548
3560,-1744,-15824
5640,1112,-17564
9416,3556,-16660
12800,268,-14584
7988,-5292,-12236
5072,-3164,-14840
4192,1024,-17636
7252,3280,-16556
11696,2312,-15412
11560,-1560,-13676
6064,-5104,-13128
3560,84,-16272
5184,2540,-17112
10104,3016,-16640
13140,-620,-14604
7668,-5332,-12120
5440,-2472,-15148
4652,864,-18136
7460,3032,-16948
11584,2480,-15320
11512,-1904,-13408
5880,-5296,-12936
3000,-1296,-16316
5288,1536,-17400
9408,3408,-16364
12868,76,-14512
8004,-5296,-12116
5060,-3212,-15236
3696,576,-17428
7572,3356,-16884
12064,2436,-15680
11396,-1848,-13308
5828,-5180,-12536
2964,-856,-15852
5336,1956,-17220
9748,3096,-17060
13076,-152,-14612
7676,-5320,-11784
5216,-2868,-15224
4568,1332,-18028
7620,3316,-16796
11420,2416,-15292
11268,-1764,-13160
6076,-5180,-12844
3240,-444,-16512
5188,2004,-16928
9844,3120,-16524
13432,-264,-14960
