ax,ay,az
12316,4464,-5944
13132,7936,-12492
15364,6968,-10416
17680,4044,-2764
17072,3876,2324
15180,7016,-1564
14784,10540,-8244
16972,11304,-10556
19232,9348,-5300
18844,6408,1312
17420,6980,676
16040,9972,-6300
17028,12224,-10940
19428,10520,-7656
20868,6716,-780
19524,5408,1792
17076,7872,-5048
17180,10588,-11260
18804,9448,-11296
20544,6088,-4700
19848,3392,332
17084,3560,-3636
15092,5744,-11120
15924,6504,-15244
17476,3824,-11204
16916,-184,-4380
14644,-1184,-3412
12136,1272,-9908
12088,3848,-15652
13540,1184,-14492
13976,-1956,-8692
12188,-3788,-4196
9768,-1596,-8544
9008,1840,-14620
10120,2388,-16060
11288,456,-10296
10780,-2332,-4100
9188,-1792,-4604
7948,1824,-10292
8964,4000,-14648
11468,2672,-10892
12904,-712,-3664
12116,-1284,156
10700,1952,-5104
11252,5724,-11844
13356,5156,-11492
15276,2384,-4832
15292,1028,1236
14288,3084,-640
13472,7144,-7012
15360,9204,-10084
18192,8216,-5564
18648,5720,1140
17212,6068,1964
15408,9440,-4856
16360,12896,-10868
18844,11676,-9132
20716,7676,-2372
19924,6192,1632
17516,8200,-3232
17036,11412,-10176
18956,11500,-11612
20968,8404,-6280
20812,4896,-504
18556,4796,-2608
16800,7520,-9608
17540,9088,-14172
19472,6592,-11292
19764,2632,-5008
17216,1212,-2344
14356,3380,-8464
13992,5600,-15124
15060,3672,-15132
16012,232,-9620
14224,-1872,-3976
11700,-672,-6168
10252,2324,-12460
11136,3784,-15992
12764,2016,-11536
12240,-2100,-4772
10032,-1808,-3976
8016,1648,-10060
8932,4768,-15036
10824,3300,-12056
12228,-416,-4780
11324,-1428,-1296
9616,1084,-5976
9900,4356,-12072
11608,4492,-12712
13860,1928,-6164
13708,-900,-392
12268,880,-1872
11864,4248,-7596
13520,6656,-11880
15988,5376,-8748
16880,1868,-2444
15736,1620,-24
13772,4852,-5624
14680,8508,-11496
16688,7932,-10368
18952,4680,-3476
18372,2952,1432
16152,5204,-2480
15440,8452,-9588
17552,9960,-12708
19968,7996,-7600
19940,4968,-844
18004,5048,-1124
16188,7960,-9016
16636,10476,-14744
18688,8768,-12088
19996,4712,-4992
18112,2988,-1468
15068,4916,-7312
14200,7424,-14784
15388,6924,-15776
16476,3392,-10556
15748,408,-4900
13036,924,-6544
10596,3752,-13248
11356,4584,-17796
13212,2292,-14240
12908,-2120,-6920
10856,-3220,-5236
7948,-480,-11244
8116,2780,-17256
9796,1084,-15924
11264,-2368,-9144
10308,-3996,-4252
8788,-2168,-7544
8316,1836,-13604
9980,3528,-15584
11728,1536,-9864
11652,-1220,-3156
10872,-680,-2340
9620,2740,-8104
10860,5660,-12624
13528,4668,-9400
15580,1300,-2180
14080,432,1360
12264,3560,-4032
12840,7332,-9932
15420,7844,-9548
17872,5848,-2672
17692,3948,2884
15684,5264,436
14432,8224,-6836
16400,10788,-10804
19344,9796,-6164
20152,6820,1764
18500,6668,3444
16248,9388,-3836
17012,12392,-10456
19156,10680,-9500
21252,7440,-3012
19908,5760,1332
17452,7196,-3396
16788,9756,-10544
18856,9968,-13296
20784,7240,-7668
20352,3708,-912
17984,3160,-1444
15864,5368,-9048
16420,7088,-14528
18308,4452,-11988
18648,380,-4708
16300,-1108,-1352
13864,1940,-8124
13540,5332,-14416
14860,5712,-16072
15936,3268,-10988
15032,488,-4512
12992,908,-5164
10976,3756,-12640
11648,6092,-18020
13340,4492,-15064
13904,756,-7588
12320,440,-3344
10132,4188,-8244
9368,6264,-14892
10872,5328,-15992
12244,2056,-9040
11440,-584,-2316
10144,444,-4388
9360,3096,-11636
10484,4076,-16084
12472,2956,-10772
12612,-104,-2312
11680,-212,88
10692,1716,-7060
12436,4124,-14816
14528,2868,-14196
15560,348,-6672
14636,-336,-116
13328,1604,-3808
13312,4108,-11584
15260,5128,-15520
16724,3704,-10520
15812,1784,-2424
14548,2120,-1024
13840,4916,-7800
